year,popsize,propmig,He,Ho,Fis,nadults,sxratio,nmig,Fst,replicate,parameterset,numboff,FstVSource,FisVSource,deltaK,propMigSNPs,Ho_allSNPs,project,group,k,nSNP,miggy,LBhet,maxage,broodsize,maturity,years,r0,nSNP.mig,nSNP.cons
93,729,0.00274348422496571,0.434612103524363,0.434022945504427,0.272422404980338,516,0.489711934156379,1,0.0292893483926865,1,2,213,NA,NA,1000,0.153840877914952,0.43394438209253,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
94,702,0.00142450142450142,0.434632254682112,0.434443149443149,0.276327760441252,481,0.481481481481481,1,0.0292382702874389,1,2,221,NA,NA,1000,0.153846153846154,0.434408184408184,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
95,704,0,0.434959607658128,0.437487086776859,0.273276665104826,474,0.465909090909091,1,0.0297328205584867,1,2,230,NA,NA,1000,0.154545454545455,0.437487086776859,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
96,717,0.00139470013947001,0.435168556770945,0.437622670216812,0.271188534754136,496,0.468619246861925,1,0.0300907659576787,1,2,221,NA,NA,1000,0.156624825662483,0.437593508304805,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
97,728,0.00137362637362637,0.435905071919838,0.438627622377622,0.268954007204694,504,0.494505494505495,1,0.0295698617792038,1,2,224,NA,NA,1000,0.155906593406593,0.438598901098901,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
98,720,0.00138888888888889,0.436748395412458,0.438859848484848,0.270624385513174,501,0.502777777777778,1,0.0299087031144244,1,2,219,NA,NA,1000,0.161527777777778,0.438825757575758,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
99,720,0.00138888888888889,0.436780548540965,0.43779797979798,0.271663281658867,499,0.509722222222222,1,0.0301030364665806,1,2,221,NA,NA,1000,0.166180555555556,0.437777777777778,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
100,694,0.00144092219020173,0.436272762380342,0.438610165051087,0.274809105464554,507,0.512968299711816,1,0.0303250489802612,1,2,186,NA,NA,930,0.165417867435159,0.438577416819492,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
101,640,0.003125,0.436188332297585,0.438107954545455,0.28458283188826,499,0.5359375,1,0.0302544082492047,1,2,141,NA,NA,860,0.164296875,0.438025568181818,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
102,552,0,0.435834464087949,0.438389328063241,0.300650919870803,396,0.527173913043478,1,0.0305622724010289,1,2,156,NA,NA,790,0.165851449275362,0.438389328063241,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
103,503,0,0.434997461462923,0.437990240375926,0.310624106304734,355,0.500994035785288,1,0.0317900130989545,1,2,148,NA,NA,720,0.163320079522863,0.437990240375926,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
104,453,0,0.433740567820213,0.4367850692354,0.321925108122587,322,0.509933774834437,1,0.0318427147487567,1,2,131,NA,NA,650,0.160927152317881,0.4367850692354,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
105,446,0,0.433811873993408,0.435854056257644,0.324234520029387,330,0.482062780269058,1,0.03233319743944,1,2,116,NA,NA,580,0.165807174887892,0.435854056257644,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
106,373,0,0.435370346290787,0.439020229100658,0.340540518166891,297,0.49597855227882,1,0.033103601531993,1,2,76,NA,NA,510,0.17627345844504,0.439020229100658,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
107,328,0.00304878048780488,0.434612024092802,0.436615853658537,0.353662182032746,248,0.478658536585366,1,0.0341383195443672,1,2,80,NA,NA,440,0.183841463414634,0.436529933481153,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
108,266,0.0037593984962406,0.433676360244425,0.437064251537936,0.370914979937543,207,0.458646616541353,1,0.0356203490900186,1,2,59,NA,NA,370,0.189473684210526,0.436944634313055,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
109,213,0.00469483568075117,0.432562182026574,0.432031583440034,0.389418163456674,166,0.502347417840376,1,0.0351175319178023,1,2,47,NA,NA,300,0.186854460093897,0.431882202304738,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
110,203,0,0.431638719697154,0.430989699955217,0.39279976124153,138,0.497536945812808,1,0.0365628141948335,1,2,65,NA,NA,300,0.191379310344828,0.430989699955217,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
111,221,0.00452488687782805,0.431387563727196,0.433019333607569,0.386118221188859,147,0.479638009049774,1,0.037380634453407,1,2,73,NA,NA,300,0.197285067873303,0.432908268202386,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
112,219,0.0091324200913242,0.432384740632067,0.428717310087173,0.388856652115756,157,0.502283105022831,1,0.0371444780185209,1,2,62,NA,NA,300,0.209360730593607,0.428518057285181,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
113,219,0.0091324200913242,0.433917804428219,0.431037775010378,0.388276247685997,155,0.493150684931507,1,0.0373381688688456,1,2,64,NA,NA,300,0.225570776255708,0.430842673308427,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
114,216,0.00925925925925926,0.433851633620152,0.43344696969697,0.388214263435928,154,0.518518518518518,1,0.0391677165015744,1,2,62,NA,NA,300,0.234490740740741,0.433249158249158,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
115,216,0.00925925925925926,0.4359958574947,0.433388047138047,0.388774736250856,148,0.476851851851852,1,0.0401187838801794,1,2,68,NA,NA,300,0.248611111111111,0.433207070707071,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
116,206,0.00485436893203883,0.436228673767556,0.43846425419241,0.38998703964729,138,0.485436893203884,1,0.0412610507361385,1,2,68,NA,NA,300,0.257281553398058,0.438393645189762,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
117,204,0,0.43657640418021,0.443048128342246,0.388901231123131,133,0.519607843137255,1,0.0435433704032812,1,2,71,NA,NA,300,0.261519607843137,0.443048128342246,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
118,209,0,0.438143274275689,0.443671161374511,0.387340626824092,140,0.526315789473684,1,0.0461091400060209,1,2,69,NA,NA,300,0.276555023923445,0.443671161374511,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
119,214,0,0.435726522364002,0.440569243840272,0.386324990700329,149,0.55607476635514,1,0.0467120345297853,1,2,65,NA,NA,300,0.267056074766355,0.440569243840272,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
120,229,0,0.432409582370491,0.436919412465264,0.382098080717012,163,0.532751091703057,1,0.0471062430994141,1,2,66,NA,NA,300,0.265065502183406,0.436919412465264,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
121,237,0,0.431472876497712,0.43505945531262,0.380110333659771,180,0.548523206751055,1,0.049359955866322,1,2,57,NA,NA,300,0.271097046413502,0.43505945531262,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
122,221,0.00452488687782805,0.430940472888836,0.429136157959687,0.387634842599804,163,0.538461538461538,1,0.0506554426114978,1,2,58,NA,NA,300,0.273981900452489,0.429041546688606,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
123,219,0.0045662100456621,0.431703315762239,0.432017434620174,0.387255870612199,152,0.506849315068493,1,0.0508799516865817,1,2,67,NA,NA,300,0.278767123287671,0.43192195931922,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
124,217,0.00921658986175115,0.432669085040127,0.432727272727273,0.387899224217837,150,0.525345622119816,1,0.0511426574351126,1,2,67,NA,NA,300,0.281797235023041,0.432509426057813,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
125,206,0.00970873786407767,0.43108027917977,0.427219770520741,0.393288577910334,135,0.533980582524272,1,0.0512561477073199,1,2,71,NA,NA,300,0.278883495145631,0.426963812886143,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
126,221,0.00452488687782805,0.430661459913523,0.425870012340601,0.388952251122865,156,0.48868778280543,1,0.05114611694341,1,2,65,NA,NA,300,0.275113122171946,0.425750719868367,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
127,217,0.00460829493087558,0.430041179275608,0.426263091746963,0.389878845774521,153,0.460829493087558,1,0.0512264530691758,1,2,64,NA,NA,300,0.272350230414747,0.426141600335149,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
128,213,0.00469483568075117,0.429449624192731,0.425219803670508,0.391419869897915,148,0.488262910798122,1,0.0515717260804344,1,2,65,NA,NA,300,0.276995305164319,0.425096030729834,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
129,209,0,0.428982020474889,0.427403218790779,0.39163850413531,141,0.473684210526316,1,0.0507686811587675,1,2,68,NA,NA,300,0.271052631578947,0.427403218790779,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
130,200,0,0.428331704545455,0.431863636363636,0.392663207061426,133,0.49,1,0.0535746759205268,1,2,67,NA,NA,300,0.28175,0.431863636363636,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
131,211,0.004739336492891,0.429375616409825,0.432033606204222,0.38925490583204,140,0.454976303317536,1,0.0538153192094042,1,2,70,NA,NA,300,0.285308056872038,0.431925894011202,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
132,234,0.00427350427350427,0.427223168569322,0.429662004662005,0.382328263082482,167,0.435897435897436,1,0.0542368915027155,1,2,67,NA,NA,300,0.281837606837607,0.42956487956488,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
133,226,0.00442477876106195,0.427227073380844,0.431355591311344,0.384127350242904,168,0.429203539823009,1,0.0555477092508258,1,2,58,NA,NA,300,0.294247787610619,0.431255028157683,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
134,218,0,0.427296638636172,0.43302752293578,0.385984259743748,158,0.422018348623853,1,0.0564407733245065,1,2,60,NA,NA,300,0.29954128440367,0.43302752293578,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
135,210,0.00476190476190476,0.42881869717584,0.432359307359307,0.389312575569472,146,0.461904761904762,1,0.056293197074405,1,2,64,NA,NA,300,0.303809523809524,0.432251082251082,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
136,213,0.00938967136150235,0.429097761988062,0.430943235168587,0.38902241047821,144,0.52112676056338,1,0.05842743897716,1,2,69,NA,NA,300,0.317605633802817,0.430729833546735,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
137,210,0,0.427531746031746,0.432770562770563,0.388782949050223,144,0.509523809523809,1,0.0604539391525815,1,2,66,NA,NA,300,0.318333333333333,0.432770562770563,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
138,216,0,0.426532882840753,0.431565656565657,0.387052237120092,151,0.5,1,0.0626779351143722,1,2,65,NA,NA,300,0.321296296296296,0.431565656565657,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
139,219,0,0.425301428622877,0.429389788293898,0.386669837304498,151,0.502283105022831,1,0.0642557701404284,1,2,68,NA,NA,300,0.324657534246575,0.429389788293898,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
140,208,0.00480769230769231,0.423782632631791,0.423059440559441,0.392480769740535,141,0.509615384615385,1,0.0667461837831744,1,2,67,NA,NA,300,0.331730769230769,0.422945804195804,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
141,208,0,0.422806805574233,0.421984265734266,0.392629083610536,139,0.514423076923077,1,0.0685697866920403,1,2,69,NA,NA,300,0.337980769230769,0.421984265734266,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
142,214,0,0.423804282231874,0.427824978759558,0.388560190409741,145,0.55607476635514,1,0.068787417751081,1,2,69,NA,NA,300,0.34018691588785,0.427824978759558,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
143,215,0.00465116279069767,0.424316829735975,0.42783932346723,0.388401342353054,145,0.576744186046512,1,0.0711773090308504,1,2,70,NA,NA,300,0.354418604651163,0.427737843551797,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
144,214,0,0.42333510667863,0.42446898895497,0.389826107777859,146,0.546728971962617,1,0.0726007866809053,1,2,68,NA,NA,300,0.347897196261682,0.42446898895497,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
145,212,0.00471698113207547,0.423675624615683,0.424931389365352,0.390405678695286,142,0.528301886792453,1,0.0722183701080477,1,2,70,NA,NA,300,0.341037735849057,0.424828473413379,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
146,224,0,0.423480983302412,0.428571428571429,0.38493040541784,154,0.544642857142857,1,0.0724826775553512,1,2,70,NA,NA,300,0.337276785714286,0.428571428571429,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
147,225,0.00444444444444444,0.424771537598204,0.430820202020202,0.384016010010786,157,0.568888888888889,1,0.0743815075836262,1,2,68,NA,NA,300,0.352444444444444,0.430747474747475,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
148,227,0.00440528634361234,0.426801412796678,0.431129355226272,0.383787811255199,161,0.537444933920705,1,0.0772886181161551,1,2,65,NA,NA,300,0.377092511013216,0.431037244693632,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
149,215,0.00465116279069767,0.425918088401593,0.426566596194503,0.389331643753332,155,0.525581395348837,1,0.0797165049192213,1,2,60,NA,NA,300,0.387209302325581,0.426469344608879,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
150,206,0,0.424202542438239,0.429082082965578,0.390772979691435,141,0.509708737864078,1,0.0826254666442039,1,2,65,NA,NA,300,0.39004854368932,0.429082082965578,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
151,252,0,0.424003641860785,0.429004329004329,0.376080430314706,160,0.507936507936508,1,0.0819327580934405,1,2,92,NA,NA,370,0.388690476190476,0.429004329004329,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
152,285,0,0.422752679146031,0.429314194577352,0.365621480189246,175,0.508771929824561,1,0.0815175688385542,1,2,110,NA,NA,440,0.377543859649123,0.429314194577352,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
153,336,0,0.422268966772315,0.42637987012987,0.352753808111801,207,0.520833333333333,1,0.0832355737822328,1,2,129,NA,NA,510,0.38452380952381,0.42637987012987,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
154,370,0,0.420731489474733,0.426068796068796,0.343405122004042,225,0.521621621621622,1,0.0841300938419687,1,2,145,NA,NA,580,0.387297297297297,0.426068796068796,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
155,437,0.0022883295194508,0.419046903852553,0.423829831495735,0.327829354628843,276,0.517162471395881,1,0.0858406729454221,1,2,161,NA,NA,650,0.384553775743707,0.423777824006657,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
156,493,0.00202839756592292,0.41741248210705,0.421676193988567,0.316090214795022,319,0.513184584178499,1,0.0867475315579499,1,2,174,NA,NA,720,0.38316430020284,0.421630094043887,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
157,541,0.00369685767097967,0.417143548467755,0.415953621240128,0.310713372242013,346,0.521256931608133,1,0.0883392001680811,1,2,194,NA,NA,790,0.386691312384473,0.415862880188204,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
158,596,0.00167785234899329,0.418255985602614,0.415381330079317,0.301424334735093,384,0.525167785234899,1,0.0888280659802115,1,2,212,NA,NA,860,0.384815436241611,0.415344722391702,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
159,644,0.0031055900621118,0.418359784625313,0.414997176736307,0.293393951729306,421,0.509316770186335,1,0.0884350040139383,1,2,222,NA,NA,930,0.386645962732919,0.414935064935065,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
160,692,0.00144508670520231,0.419343544874385,0.418996321597478,0.282202819166325,451,0.508670520231214,1,0.0894256783035355,1,2,241,NA,NA,1000,0.394797687861272,0.418970047293747,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
161,713,0,0.418678281112556,0.419750095626673,0.277558912168425,483,0.510518934081346,1,0.0912119164967819,1,2,230,NA,NA,1000,0.4,0.419750095626673,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
162,727,0,0.418580678208248,0.418406902588471,0.276580253483842,499,0.488308115543329,1,0.0920250276145706,1,2,228,NA,NA,1000,0.402613480055021,0.418406902588471,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
163,714,0,0.417714429800441,0.416781257957729,0.279630866918859,488,0.483193277310924,1,0.0937696285633849,1,2,226,NA,NA,1000,0.405812324929972,0.416781257957729,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
164,718,0,0.416925400175356,0.417409470752089,0.277812182142681,490,0.488857938718663,1,0.0934434071379327,1,2,228,NA,NA,1000,0.401740947075209,0.417409470752089,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
165,703,0,0.417208646912173,0.417858528384844,0.279992652454597,479,0.470839260312945,1,0.0924312159956244,1,2,224,NA,NA,1000,0.399928876244666,0.417858528384844,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
166,695,0.00143884892086331,0.416470086716761,0.414442119032047,0.284122637224524,469,0.494964028776978,1,0.0933265385832149,1,2,225,NA,NA,1000,0.400791366906475,0.414414650098103,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
167,721,0.0013869625520111,0.415859534672402,0.413217753120666,0.280750419467561,494,0.484049930651872,1,0.0950678009436561,1,2,227,NA,NA,1000,0.405478502080444,0.413188752994578,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
168,721,0,0.414863443385049,0.41288614298323,0.280339589305038,500,0.48127600554785,1,0.0959855135654571,1,2,221,NA,NA,1000,0.403120665742025,0.41288614298323,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
169,733,0.00136425648021828,0.414840701102285,0.413022448220265,0.278337714366094,516,0.478854024556617,1,0.095555202742571,1,2,217,NA,NA,1000,0.401841746248295,0.412997643556989,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
170,714,0.00140056022408964,0.415721645164305,0.416055513114337,0.278955774941747,494,0.480392156862745,1,0.0955824406662169,1,2,220,NA,NA,1000,0.404271708683473,0.41603004838299,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
171,721,0,0.415221419976143,0.417652250661959,0.275871293210369,498,0.517337031900139,1,0.096008839117058,1,2,223,NA,NA,1000,0.404715672676838,0.417652250661959,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
172,720,0.00138888888888889,0.415421629489338,0.418190656565657,0.27567648213458,493,0.536111111111111,1,0.0965999759114248,1,2,227,NA,NA,1000,0.407361111111111,0.418156565656566,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
173,702,0.00142450142450142,0.416142855245419,0.416792281792282,0.280480583534483,479,0.542735042735043,1,0.0974784840320844,1,2,223,NA,NA,1000,0.411111111111111,0.416757316757317,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
174,713,0.00280504908835905,0.415397915150752,0.417137574907561,0.277860064079519,484,0.518934081346424,1,0.098167917752111,1,2,229,NA,NA,1000,0.40750350631136,0.417072548769603,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
175,735,0.00408163265306122,0.417183429463313,0.417341991341991,0.275475133854984,507,0.495238095238095,1,0.0977009724004584,1,2,228,NA,NA,1000,0.412585034013605,0.417241805813234,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
176,723,0.00138312586445367,0.416833648723596,0.415571482459449,0.27880082728401,523,0.525587828492393,1,0.0988461818217969,1,2,200,NA,NA,1000,0.413347164591978,0.415541305167861,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
177,723,0.00138312586445367,0.41708574354276,0.416640261536527,0.277922055992138,499,0.525587828492393,1,0.098554627707615,1,2,224,NA,NA,1000,0.414453665283541,0.416610084244939,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
178,717,0.00139470013947001,0.417035624712311,0.416588056295169,0.278889477432577,497,0.517433751743375,1,0.0986631578084732,1,2,220,NA,NA,1000,0.415550906555091,0.416558894383162,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
179,716,0.00139664804469274,0.416001222510363,0.416777552056882,0.27812717573627,493,0.527932960893855,1,0.0998596795895278,1,2,222,NA,NA,1000,0.417807262569832,0.416747079735907,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
180,719,0.00139082058414465,0.416684756068288,0.416277658363889,0.278628793339469,494,0.513212795549374,1,0.0988106191575,1,2,225,NA,NA,1000,0.419123783031989,0.416247313187508,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
181,713,0.00280504908835905,0.419290264998992,0.418547749585618,0.27923072873836,492,0.504908835904628,1,0.0983957383952865,1,2,221,NA,NA,1000,0.426437587657784,0.418487823536912,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
182,707,0.00282885431400283,0.419383408334772,0.417740774077408,0.281047028967983,480,0.478076379066478,1,0.0992577604701789,1,2,227,NA,NA,1000,0.42970297029703,0.417680339462518,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
183,721,0.0013869625520111,0.420067473428501,0.419762955491111,0.277283139498036,498,0.482662968099861,1,0.0992373283080372,1,2,223,NA,NA,1000,0.43377253814147,0.419732694489976,_proj_,_group_,1000,100,a,0.45,9,2,1,250,1,10,0
